Reference_GAVIA,ReferenceID,Reference_Full,
"{Penny, 1974 #33}",33,"Penny, M. (1974). The Birds of the Seychelles and Outlying Islands. London: Collins.",
"{Penry, 1994 #647}",647,"Penry, H. (1994). Bird Atlas of Botswana. South Africa: University of KwaZulu-Natal Press.",
"{Pernetta, 1978 #83}",83,"Pernetta, J. C., & Watling, D. (1978). The Introduced and Native Terrestrial Vertebrates of Fiji. Pacific Science, 32(3), 223-244. ",
"{Peterson, 1993 #461}",461,"Peterson, R. T., Mountfort, G., & Hollum, P. A. D. (1993). A field guide to the birds of Britain and Europe: Houghton Mifflin Harcourt.",
"{Peterson, 2002 #418}",418,"Peterson, R. T. (2002). A Field Guide: Birds of Eastern & Central North America (5th ed.). New York: Houghton Mifflin Harcourt.",
"{Pettingill Jr., 1973 #447}",447,"Pettingill Jr., O. S. (1973). Passerine Birds of the Falkland Islands: Their Behaviour and Ecology. Living Bird, 12, 95-136. ",
"{Phillips, 1928 #801}",801,"Phillips, J. C. (1928). Wild birds introduced or transplanted in North America. U.S. Department of Agriculture Technical Bulletin, 61, 1-63. ",
"{Phillips, 2003 #825}",825,"Phillips, R. B., Snell, H. L., & Vargas, H. (2003). Feral Rock Doves in the Galápagos Islands: Biological and Economic Threats. Noticias de Galapagos, 62, 6-11. ",
"{Phillips, 2012 #931}",931,"Phillips, B. R., Wiedenfeld, D. A., & Snell, H. L. (2012). Current status of alien vertebrates in the Galapagos Islands: invasion history, distribution, and potential impacts. Biological Invasions, 14(2). ",
"{Phillips, 2012 #932}",932,"Phillips, R. B., Cooke, B. D., Carrion, V., & Snell, H. L. (2012). Eradication of rock pigeons, Columba livia, from the Galapagos Islands. Biological Conservation, 147(1). ",
"{Pimentel, 2000 #1058}",1058,"Pimentel, D., Lach, L., Zuniga, R., & Morrison, D. (2000). Environmental and economic costs of nonindigenous species in the United States. Bioscience, 50(1), 53-65. ",
"{Pimentel, 2001 #202}",202,"Pimentel, D., McNair, S., Janecka, J., Wightman, J., Simmonds, C., O’Connell, C., . . . Tsomondo, T. (2001). Economic and environmental threats of alien plant, animal, and microbe invasions. Agriculture, Ecosystems and Environment, 84, 1-20. ",
"{Pitt, 2007 #184}",184,"Pitt, W. C., & Witmer, G. W. (2007). Invasive Predators: a synthesis of the past, present, and future. In A. M. T. Elewa (Ed.), Predation in organisms: a distinct phenomenon (pp. 265-293). New York: Springer.",
"{Porter, 1996 #222}",222,"Porter, R. F., Christensen, S., & Schiermacker-Hansen, P. (1996). Field guide to the birds of the Middle East. London: T & AD Poyser.",
"{Porter, 2010 #569}",569,"Porter, R., & Aspinall, S. (2010). Birds of the Middle East (2nd ed.). London: A&C Black Publishers Ltd.",
"{Post, 1977 #714}",714,"Post, W., & Wiley, J. W. (1977). The shiny cowbird in the West Indies. The Condor, 79(1), 119-121. ",
"{Post, 1993 #879}",879,"Post, W., Cruz, A., & McNair, D. B. (1993). The North American Invasion Pattern of the Shiny Cowbird Journal of Field Ornithology, 64(1), 32-41. ",
"{Power, 1994 #419}",419,"Power, D. M. (1994). Avifaunal Change on California's Coastal Islands. Studies in Avian Biology, 15, 75-90. ",
"{Pranty, 1996 #20}",20,"Pranty, B. (1996). A Birder's Guide to Florida: American Birding Association.",
"{Pratt, 1987 #257}",257,"Pratt, H. D., Bruner, P. L., & Berrett, D. G. (1987). A field guide to the birds of Hawaii and the tropical Pacific. Princeton, N.J: Princeton University Press.",
"{Pratt, 1994 #662}",662,"Pratt, D., H. (1994). Avifaunal change in the Hawaiian Islands, 1893-1993. Studies in Avian Biology, 15, 103-118. ",
"{Pratt, 2010 #663}",663,"Pratt, H. D., Falanruw, M., Etpison, M. T., Olsen, A., Buden, D. W., Clement, P., . . . Wiles, G. J. (2010). Noteworthy bird observations from the Caroline and Marshall Islands 1988-2009, including five new records for Micronesia. Western Birds, 41(2), 70-101. ",
"{Price, 1995 #280}",280,"Price, J., Droege, S., & Price, A. (1995). The summer atlas of North American birds. London: Academic Press.",
"{Pruett-Jones, 2005 #137}",137,"Pruett-Jones, S., Newman, J. R., Newman, C. M., & Lindsay, J. R. (2005). Population growth of monk parakeets in Florida. Florida Field Naturalist, 33(1), 1-14. ",
"{Prys-Jones, 1981 #481}",481,"Prys-Jones, R. P., Prys-Jones, M.S. and Lawley, J.C. (1981). The birds of Assumption Island, Indian Ocean: past and future. In T. S. Institution (Ed.), Atoll Research Bulletin, no.248. Washington.",
"{Pyle, 2002 #894}",894,"Pyle, R. L. (2002). Checklist of the birds of Hawaii. Elepaio, 62(6), 135-148. ",
"{Quiekelberge, 1972 #343}",343,"Quiekelberge, C. D. (1972). Status of the European starling at its present approximate eastern limits of spread. Ostrich, 43, 179-180. ",
"{Raffaele, 1989 #739}",739,"Raffaele, H. A. (1989). A guide to the birds of Puerto Rico and the Virgin Islands. San Juan: Fondo Educativo Interamericano.",
"{Raffaele, 1998 #402}",402,"Raffaele, H., Wiley, J., Garrido, O., Keith, A., & Raffaele, J. (1998). Birds of the West Indies. London: Christopher Helm.",
"{Raine, 2003 #281}",281,"Raine, A. (2003). A field guide to the birds of Bermuda. Oxford: Macmillian.",
"{Ralph, 1998 #791}",791,"Ralph, C. J., Fancy, S. G., & Male, T. M. (1998). Demography of an introduced Red-Billed Leiothrix population in Hawaii. The Condor, 100, 469-473. ",
"{Ramadan-Jaradi, 2008 #577}",577,"Ramadan-Jaradi, G., Bara, T., & Ramadan-Jaradi, M. (2008). Revised checklist of the birds of Lebanon 1999-2007. Sandgrouse, 30(1), 22-69. ",
"{Rand, 1980 #880}",880,"Rand, A. C. (1980). Factors responsible for the successful establishment of exotic avian species in Southeastern Florida. Paper presented at the Proceedings of the 9th Vertebrate Pest Conference Lincoln, University of Nebraska.",
"{Randall, 2007 #373}",373,"Randall, L. A., Bomford, M., Pratt, S. J., & Crombie, J. (2007). Can climate matching and habitat availability be used to predict the distribution of introduced birds? In C. J. R. Robertson, P. Hyronen, M. J. Fraser & C. R. Pickard (Eds.), Atlas of Bird Distribution in New Zealand 1999-2004. Wellington, New Zealand: The Ornithological Society of New Zealand Inc.",
"{Randler, 2004 #974}",974,"Randler, C. (2004). Aggressive interactions in Swan Geese Anser cygnoides and their hybrids. Acta Ornithologica, 39(2), 147-153. doi: http://dx.doi.org/10.3161/068.039.0212",
"{Rasmussen, 2005 #245}",245,"Rasmussen, P. C., & Anderton, J. C. (2005). Birds of South Asia: the Ripley guide. Volume 2: Attributes and Status. Washington, D.C. and Barcelona: Smithsonian Institution and Lynx Edicions.",
"{Rauzon, 2010 #615}",615,"Rauzon, M. J. (2010). Inventory of birds in American Memorial Park, Saipan, Commonwealth of the Northern Mariana Islands, with special emphasis on the status of the endangered Mariana Moorhen Pacific Cooperative Studies Unit Technical Report (pp. 39). Honolulu: University of Hawai'i at M?noa, Department of Botany.",
"{Rehfisch, 2006 #182}",182,"Rehfisch, M. M., Blair, M. J., McKay, H., & Musgrove, A. J. (2006). The impact and status of introduced waterbirds in Africa, Asia Minor, Europe and the Middle East. Acta Zoologica Sinica, 52(Suppl.), 572-575. ",
"{Reino, 1996 #30}",30,"Reino, L. M., & Silva, T. (1996). Distribution and expansion of the common waxbill Estrilda astrild in Portugal. In J. Holmes & J. Simons (Eds.), The Introduction and Naturalisation of Birds (pp. 103-106). London: HMSO.",
"{Reino, 1998 #803}",803,"Reino, L. M., & Silva, T. (1998). The distribution and expansion of the Common Waxbill (Estrilda astrild) in the Iberian Peninsula. Biological Conservation Fauna, 102, 163-167. ",
"{Reino, 2005 #802}",802,"Reino, L. (2005). Variation partitioning for range expansion of an introduced species: the common waxbill Estrilda astrild in Portugal. Journal of Ornithology, 146, 377-382. ",
"{Representatives, 1914 #794}",794,"Representatives, M. H. o. (1914). Special Report of the Massachusetts Board of Commissioners on Fisheries and Game, relative to the Habits of those birds commonly known as Pheasants.",
"{Restall, 1996 #214}",214,"Restall, R. L. (1996). Munias and mannikins. Mountfield: Pica Press.",
"{Restall, 2006 #285}",285,"Restall, R. L., Rodner, C., & Lentino R, M. (2006). Birds of northern South America: Plates and Maps. London: Christopher Helm.",
"{Richardson, 1992 #42}",42,"Richardson, C. (1992). Escapes and introductions in the United Arab Emirates. The Phoenix, 9, 13-15. ",
"{Richardson, 2000 #64}",64,"Richardson, D. M., Bond, W. J., Dean, W. R. J., Higgins, S. I., Midgley, G. F., Milton, S. J., . . . Schulze, R. E. (2000). Invasive Alien Species and Global Change: A South African Perspective. In H. A. Mooney & R. J. Hobbs (Eds.), Invasive Species in a Changing World (pp. 303-349). Washington: Island Press.",
"{Richardson, 2003 #425}",425,"Richardson, D. M., Cambray, J., A, Chapman, R. A., Dean, W. R. J., Griffiths, C. L., Le Maitre, D. C., . . . Winstanley, T. J. (2003). Vectors and Pathways of Biological Invasions in South Africa - Past, Present, and Future. In G. M. Ruiz & J. T. Carlton (Eds.), Invasive Species: Vectors and Management Stategies (pp. 292-349). Washington: Island Press.",
"{Ricklefs, 1972 #719}",719,"Ricklefs, R., & Cox, G. W. (1972). Taxon cycles in the West Indian avifauna. The American Naturalist, 106(948), 195-219. ",
"{Ricklefs, 2007 #717}",717,"Ricklefs, R., & Bermingham, E. (2007). The causes of evolutionary radiations in Archipelagoes: Passerine birds in the Lesser Antilles. The American Naturalist, 169(3). ",
"{Ridgely, 1989 #286}",286,"Ridgely, R. S., & Gwynne, J. A. (1989). A guide to the birds of Panama: with Costa Rica, Nicaragua, and Honduras (2 ed.). Princeton, N.J.: Princeton University Press.",
"{Ridgely, 1994 #322}",322,"Ridgely, R. S., & Tudor, G. (1994). The birds of South America. Austin, TX: University of Texas Press.",
"{Ridgely, 2001 #444}",444,"Ridgely, R. S., & FGreenfield, P. J. (2001). The Birds of Ecuador: status, distribution and taxonomy. London: Christopher Helm Publishers Ltd.",
"{Ridpath, 1965 #668}",668,"Ridpath, M. G., & Moreua, R. E. (1965). The Birds of Tasmania: Ecology and Evolution. Ibis, 108, 348-393. ",
"{Riehl, 2000 #881}",881,"Riehl, C. (2000). Exotic Species in Louisiana, Tulane University, Tulane, New Orleans. Retrieved 08/07/11, http://www.tulane.edu/~bfleury/envirobio/enviroweb/ExoticSpecies.htm",
"{Riley, 1905 #720}",720,"Riley, J. H. (1905). List of birds collected or observed during the Bahama expedition of the Geographic Society of Baltimore. The Auk., 22(4), 349-360. ",
"{Rinke, 1986 #669}",669,"Rinke, D. (1986). The status of wildlife in Tonga. Oryx, 20(3), 146-151. ",
"{Rinke, 1987 #670}",670,"Rinke, D. (1987). The avifauna of 'Eua and its off-shore Islet Kalau, Kingdom of Tonga. Emu, 87, 26-34. ",
"{Ripley, 1951 #671}",671,"Ripley, S. D. (1951). Migrants and Introduced Species in the Palau Archipelago. Condor, 53, 299-300. ",
"{Robbins, 2003 #826}",826,"Robbins, M. B., Braun, M. J., & Finch, D. W. (2003). Discovery of a population of the endangered Red Siskin (Carduelis cucullata) in Guyana. The Auk, 120(2), 291-298. ",
"{Robert, 1999 #721}",721,"Robert, M., & Sorci, G. (1999). Rapid increase of host defence against brood parasites in a recently parasitized area: the case of village weavers in Hispaniola. Proc. R. Soc. Lond. B, 266, 941-946. ",
"{Robertson Jr., 1992 #738}",738,"Robertson Jr., W. B., & Woolfenden, G. E. (1992). Florida Bird Species: an annotated list. Florida Ornithological Society, Special Publication No. 6. ",
"{Robertson, 1996 #118}",118,"Robertson, P. A. (1996). Naturalised introduced gamebirds in Britain. In J. S. Holmes & J. R. Simons (Eds.), The Introduction and Naturalisation of Birds (pp. 63-69). London: HMSO.",
"{Robertson, 2007 #426}",426,"Robertson, C. J. R., Hyrönen, P., Fraser, M.J. and Pickard, C.R. (2007). Atlas of Bird Distribution in New Zealand 1999-2004. Wellington, New Zealand.: The Ornithological Society of New Zealand Inc.",
"{Robson, 2002 #313}",313,"Robson, C. (2002). A field guide to the birds of Thailand. London: New Holland.",
"{Robson, 2005 #66}",66,"Robson, C. (2005). A Field Guide to the Birds of South-East Asia. London: New Holland ",
"{Rodda, 1998 #649}",649,"Rodda, G. H., Campbell III, E. W., & Derrickson, S. R. (1998). Avian Conservation Research in the Mariana Islands, Western Pacific Ocean. In J. M. Marzluff & R. Sallabanks (Eds.), Avian Conservation: Research & Management. Washington: Island Press.",
"{Roll, 2008 #520}",520,"Roll, U., Dayan, T. and Simberloff, D. (2008). Non-indigenous terrestrial vertebrates in Israel and adjacent areas. Biological Invasions, 10, 659-672. ",
"{Rolls, 1969 #672}",672,"Rolls, E. C. (1969). They all ran wild: the animals and plants that plague Australia (Published 1984 ed.). Australia: Angus & Robertson Publishers.",
"{Romagosa, 1999 #882}",882,"Romagosa, C. M., & McEneaney, T. (1999). Eurasian Collared-Dove in North America and the Caribbean. North American Birds, 53(4), 348-353. ",
"{Romagosa, 2000 #138}",138,"Romagosa, C. M., & Labisky, R. F. (2000). Establishment and Dispersal of the Eurasian Collared-Dove in Florida. Journal of Field Ornithology, 71(1), 159-166. ",
"{Root, 1988 #395}",395,"Root, T. (1988). Atlas of Wintering North American Birds: An Analysis of Christmas Bird Count Data. Chicago: The University of Chicago Press.",
"{Root, 1994 #422}",422,"Root, T. L., & Weckstein, J. D. (1994). Changes in Distribution Patterns of Select Wintering North American Birds from 1901 to 1989. Studies in Avian Biology, 15, 191-201. ",
"{Rosenberg, 1990 #817}",817,"Rosenberg, D. K., Wilson, M. H., & Cruz, F. (1990). The Distribution and Abundance of the Smooth-Billed Ani Crotophaga ani (L.) in the Galapagos Islands, Ecuador. Biological Conservation, 51, 113-123. ",
"{Roux, 1987 #466}",466,"Roux, J. P., & Martinez, J. (1987). Rare, vagrant and introduced birds at Amsterdam and Saint Paul Islands, Southern Indian Ocean. Cormorant, 14(1/2), 3-19. ",
"{Runde, 2007 #183}",183,"Runde, D. E., Pitt, W. C., & Foster, J. T. (2007). Population ecology and some potential impacts of emerging populations of exotic parrots. Paper presented at the Managing Vertebrate Invasive Species: Proceedings of an International Symposium, National Wildlife Research Center, Fort Collins, Colorado.",
"{Runde, 2008 #619}",619,"Runde, D. E., & Pitt, W. C. (2008). Maui's Mitred Parakeets (Aratinga mitrata) - Part 1 of 2. Elepaio, 68(1). ",
"{Russello, 2008 #179}",179,"Russello, M. A., Avery, M. L., & Wright, T. F. (2008). Genetic evidence links invasive monk parakeet populations in the United States to the international pet trade. BMC Evolutionary Biology, 8. ",
"{SABAP1, 2001 #421}",421,"SABAP1. (2001). Southern African Bird Atlas Project 1  Retrieved 28.04.11, from http://www.adu.org.za/sabap1.php",
"{SABAP2, 2009 #420}",420,"SABAP2. (2009). Southern African Bird Atlas Project 2  Retrieved 28.04.11, from http://sabap2.adu.org.za",
"{SACC, 2011 #900}",900,"SACC. (2011). Species lists of birds for South American countries and territories: South American Classification Committee, American Ornithologists' Union.",
"{SACC, 2011 #903}",903,"SACC. (2011). A classification of the bird species of South America, American Ornithologists' Union. Retrieved 13/07/2011",
"{Salaman, 2008 #812}",812,"Salaman, P., Bayly, N., Burridge, B., Grantham, M., Gurney, M., Quevedo, A., . . . Donegan, T. (2008). Sixteen bird species new for Colombia. Conservación Colombiana, 5, 80-85. ",
"{Salaman, 2009 #807}",807,"Salaman, P., Donegan, T., & Caro, D. (2009). Listado de Aves de Colombiana 2009. Conservación Colombiana, 8, 1-89. ",
"{Salguero-Faria, 2000 #751}",751,"Salguero-Faria, J. A., & Roig-Bahcs, C. (2000). Senegal parrot, blue-crowned parakeet, olive-throated parakeet, and green-winged macaw: new Psittacine records for Puerto Rico. El Pitirre, 13(2), 45-46. ",
"{Sapir, 2003 #113}",113,"Sapir, N. (2003). Six new breeding bird species in Israel during 1995–2002. Israel Journal of Zoology, 49, 203-218. ",
"{Sato, 2000 #52}",52,"Sato, S. (2000). Naturalisation of exotic hwamei Garrulax canorus in Northern Kyushu, Japan. Japanese Journal of Ornithology, 48(3), 233-235. ",
"{Sato, 2006 #162}",162,"Sato, S. (2006). Influence of the invasion of Leiothrix lutea on a native avifauna in a natural beech forest on Mt. Karimata, Kyushu. Bulletin of the Forestry and Forest Products Research Institute, 5(3), 243-247. ",
"{Saunders, 1995 #674}",674,"Saunders, D., & Ingram, J. (1995). Birds of Southwestern Australia: an atlas of changes in distribution and abundance of the wheatbelt fauna. Chipping Norton, New South Wales: Surrey Beatty & Sons.",
"{Savidge, 1988 #620}",620,"Savidge, J. A. (1988). Food habits of Boiga irregularis, an introduced Predator on Guam. Journal of Herpetology, 22(3), 275-282. ",
"{Schauensee, 1941 #588}",588,"Schauensee, R. M. d. (1941). Rare and extinct birds in the collections of the Academy of Natural Sciences of Philadelphia. Proceedings of the Academy of Natural Sciences of Philadelphia, 93, 281-324. ",
"{Schwartz, 1963 #724}",724,"Schwartz, A., & Klinikowski, R. F. (1963). Observations on West Indian birds. Proceedings of the Academy of Natural Sciences of Philadelphia, 115, 53-77. ",
"{Seitre, 1992 #676}",676,"Seitre, R., & Seitre, J. (1992). Causes of land-bird extinctions in French Polynesia. Oryx, 26(4), 215-222. ",
"{Serra, 2005 #521}",521,"Serra, G., Abdallah, M., Assaed, A.A., Qaim, G.A. and Abdallah, A.K. (2005). A long-term bird survey in the central Syrian desert (2000-2003) - Part 1. Sandgrouse, 27(1), 9-23. ",
"{Sherley, 2000 #622}",622,"Sherley, G. (2000). Invasive species in the Pacific: a technical review and draft regional strategy. Samoa: South Pacific Regional Environment Programme.",
"{Sherman, 2010 #623}",623,"Sherman, J. A., & Fall, P. L. (2010). Observations on feeding frequencies among native and exotic birds and fruit bats at Erythrina variegata and Dysoxylum trees on American Samoa. In T. A. N. University (Ed.), Altered Ecologies: fire, climate and human influence on terrestrial landscapes. Canberra, Australia: ANU.",
"{Shieh, 2006 #161}",161,"Shieh, B.-S., Lin, Y.-H., Lee, T.-W., Chang, C.-C., & Cheng, K.-T. (2006). Pet Trade as Sources of Introduced Bird Species in Taiwan. Taiwania, 51(2), 81-86. ",
"{Shirihai, 2002 #299}",299,"Shirihai, H., & Jarrett, B. (2002). A complete guide to Antarctic wildlife: the birds and marine mammals of the Antarctic continent and the Southern Ocean. Princeton, NJ: Princeton University Press.",
"{Shoham, 1997 #576}",576,"Shoham, D., Mendelssohn, H., & Yom-Tov, Y. (1997). Range increase and breeding biology of the palm dove Streptopelia senegalensis in Israel. Israel Journal of Zoology, 43, 307-309. ",
"{Shwartz, 2009 #874}",874,"Shwartz, A., Strubbe, D., Butler, C. J., Matthysen, E., & Kark, S. (2009). The effect of enemy-release and climate conditions on invasive birds: a regional test using the rose-ringed parakeet (Psittacula krameri) as a case study. Diversity and Distributions, 15, 310-318. ",
"{Sick, 1993 #306}",306,"Sick, H. (1993). Birds in Brazil: a natural history. Princeton, N.J.: Princeton University Press.",
"{Siegfried, 1962 #508}",508,"Siegfried, W. R. (1962). Introduced vertebrates in the Cape Province. Department of Nature Conservation Annual Report, 19, 80-87. ",
"{Sigrist, 2006 #305}",305,"Sigrist, T. (2006). Aves do Brasil: uma visa?o artistica. Sa?o Paulo: Fosfertil e Ministério da Cultura.",
"{Simberloff, 1991 #626}",626,"Simberloff, D., & Boecklen, W. (1991). Patterns of extinction in the introduced Hawaiian avifauna: a reexamination of the role of competition. The American Naturalist, 138(2), 300-327. ",
"{Simberloff, 1992 #34}",34,"Simberloff, D. (1992). Extinction, survival, and effects of birds introduced to the Mascarenes. Acta Ecologica, 13(6), 663-678. ",
"{Simberloff, 2004 #67}",67,"Simberloff, D., & Gibbons, L. (2004). Now you see them, now you don’t! – population crashes of established introduced species. Biological Invasions, 6, 161-172. ",
"{Sinclair, 1974 #344}",344,"Sinclair, J. C. (1974). Arrival of the house crow in Natal. Ostrich, 45, 189. ",
"{Sinclair, 1980 #743}",743,"Sinclair, J. C. (1980). House Crow (523x) (Corvus splendens) in Cape Town. Promerops, 144, 7-8. ",
"{Sinclair, 2003 #279}",279,"Sinclair, I., & Langrand, O. (2003). Birds of the Indian Ocean islands (New ed. ed.). London: New Holland.",
"{Smallwood, 1994 #132}",132,"Smallwood, K. S. (1994). Site invasibility by exotic birds and mammals. Biological Conservation, 69, 251-259. ",
"{Smith, 1988 #627}",627,"Smith, B. D., Callaghan, P., Johannes, R. E., Eldredge, L. G., & Nelson, S. G. (1988). Topic reviews in insular resource development and management in the Pacific U.S. Affiliated islands: University of Guam Marine Laboratory.",
"{Smithsonian Institute, 2011 #518}",518,"Smithsonian Institute. Indian Peafowl Factsheet, Smithsonian National Zoological Park. Retrieved 20.05.2011",
"{Smythies, 1999 #308}",308,"Smythies, B. E. (1999). The birds of Borneo (4th edition: revised by G.W.H. Davison ed.). Kota Kinabalu, Borneo: Natural History Publications ",
"{Snow, 1998 #392}",392,"Snow, D., and C. Perrins. (1998). The birds of the western Palearctic (vol I) (Vol. Volume 1). New York: Oxford Uni Press.",
"{Snow, 1998 #400}",400,"Snow, D. W., Perrins, C.M. . (1998). The birds of the western Palearctic (vol 2) (Vol. Volume 2). New York: Oxford University Press.",
"{SOC, 2007 #899}",899,SOC. (2007). The Birds of Scotland Checklist: Scottish Ornithologists' Club.,
"{Sodhi, 2006 #380}",380,"Sodhi, N. S., & Sharp, I. (2006). Winged Invaders: pest birds of the Asia Pacific with information on bird flu and other diseases. Singapore: SNP Reference.",
"{Sodhi, 2011 #838}",838,"Sodhi, N. S., Sekercioglu, C. H., Barlow, J., & Robinson, S. K. (2011). Conservation of tropical birds. West Sussex: Wiley-Blackwell.",
"{Soh, 2002 #163}",163,"Soh, M. C. K., Sodhi, N. S., Seoh, R. K. H., & Brook, B. W. (2002). Nest site selection of the house crow (Corvus splendens), an urban invasive bird species in Singapore and implications for its management. Landscape and Urban Planning, 59, 217-226. ",
"{Sol, 1997 #180}",180,"Sol, D., Santos, D. M., Feria, E., & Clavell, J. (1997). Habitat selection by the monk parakeet during colonization of a new area in Spain. The Condor, 99(1), 39-46. ",
"{Sol, 2000 #368}",368,"Sol, D., & Lefebvre, L. (2000). Behavioural Flexibility Predicts Invasion Success in Birds Introduced to New Zealand. Oikos, 90(3), 599-605. ",
"{Sol, 2000 #84}",84,"Sol, D. (2000). Are islands more susceptible to be invaded than continents? Birds say no. Ecography, 23(6), 687-692. ",
"{Spiegel, 2006 #440}",440,"Spiegel, C. S., Hart, P. J., Woodworth, B. L., Tweed, E. J., & LeBrun, J. J. (2006). Distribution and abundance of forest birds in low-altitude habitat on Hawai'i Island: evidence for range expansion of native species. Bird Conservation International, 16(2), 175-185. ",
"{Sprot, 1937 #793}",793,"Sprot, G. D. (1937). Notes on the introduced Skylark in the Victoria district of Vancouver Island. The Condor, 39(1), 24-31. ",
"{St. Louis, 1988 #875}",875,"St. Louis, V. L., & Barlow, J. C. (1988). Genetic differentation among ancestral and introduced populations of the Eurasian Tree Sparrow (Passer montanus). Evolution, 42(2), 266-276. ",
"{Staddon, 2010 #629}",629,"Staddon, S. C., Compton, S. G., & Portch, A. (2010). Dispersal of fig seeds in the Cook Islands: introduced frugivores are no substitutes for natives. Biological Conservation, 19, 1905-1916. ",
"{Stafford, 2003 #181}",181,"Stafford, T. (2003). Pest Risk Assessment for the Monk Parakeet in Oregon. Salem,OR: Oregon Department of Agriculture.",
"{Staub, 1993 #648}",648,"Staub, F. (1993). Fauna of Mauritius and Associated Flora. Mauritius.",
"{Steadman, 1989 #630}",630,"Steadman, D. W. (1989). Extinction of birds in Eastern Polynesia: a review of the record, and comparisons with other Pacific island groups. Journal of Archaeological Science, 16, 177-205. ",
"{Steadman, 1990 #82}",82,"Steadman, D. W., Greiner, E. C., & Wood, C. S. (1990). Absence of Blood Parasites in Indigenous and Introduced Birds from the Cook Islands, South Pacific. Conservation Biology, 4(4), 398-404. ",
"{Steadman, 1991 #632}",632,"Steadman, D. W. (1991). Extinct and extirpated birds from Aitutaki and Atiu, Southern Cook Islands. Pacific Science, 45(4), 325-347. ",
"{Steadman, 1993 #633}",633,"Steadman, D. W. (1993). Biogeography of Tongan birds before and after human impact. Proceedings of the Academy of Natural Sciences 90, 818-822. ",
"{Steadman, 1997 #725}",725,"Steadman, D. W., Norton, R. L., Browning, M. R., & Arendt, W. J. (1997). The birds of St. Kitts, Lesser Antilles. Carribean Journal of Science, 33(1-2), 1-20. ",
"{Steadman, 1998 #634}",634,"Steadman, D. W. (1998). Status of land birds on selected islands in the Ha'apai Group, Kingdom of Tonga. Pacific Science, 52(1), 14-34. ",
"{Stevenson, 1994 #769}",769,"Stevenson, H. M., & Anderson, B. H. (1994). The Birdlife of Florida. Gainesville, FL: University Press of Florida.",
"{Stone, 1985 #636}",636,"Stone, C. P. (1985). Alien animals in Hawai'i's native ecosystem: toward controlling the adverse effects of introduced vertebrates. In C. P. Stone & M. J. Scott (Eds.), Hawaii's terrestrial ecosystems: preservation and management. (pp. 215-297). Honolulu: Coop. Park Studies Unit, University of Hawaii.",
"{Stone, 1987 #637}",637,"Stone, C. P., & Loope, L. L. (1987). Reducing negative effects of introduced animals on native biotas in Hawaii: what is being done, what needs doing, and the role of national parks. Environmental Conservation, 14(3), 245-258. ",
"{Stonehouse, 1962 #512}",512,"Stonehouse, B. (1962). Ascension Island and the British Ornithologists' Union Centenary Expedition 1957-59. Ibis, 103b(2), 107-123. ",
"{Strubbe, 2007 #177}",177,"Strubbe, D., & Matthysen, E. (2007). Invasive ring-necked parakeets Psittacula krameri in Belgium: habitat selection and impact on native birds. Ecography, 30, 578-588. ",
"{Suleiman, 2010 #522}",522,"Suleiman, A. S. a. T., N. (2010). Eradication of the House Crow Corvus splendens on Socotra, Yemen. Sandgrouse, 32, 136-140. ",
"{surfbirds.com, 2012 #935}",935,"surfbirds.com. (2012). Miami Florida's feral parrots  Retrieved 29th January, 2013, from http://www.surfbirds.com/forum/showthread.php?11118-Miami-Florida-s-Feral-Parrots",
"{Sutherland, 1991 #370}",370,"Sutherland, W. J., & Allport, G. (1991). The distribution and ecology of naturalized Egyptian Geese Alopochen aegyptiacus in Britain. Bird Study, 38(2), 128-134. ",
"{Sutherland, 1998 #816}",816,"Sutherland, W. J. (1998). Evidence for flexibility and constraint in migration systems. Journal of Avian Biology, 29(4), 441-446. ",
"{Tan, 2003 #167}",167,"Tan, B. C., & Tan, K.-S. (2003). Invasive alien species in Singapore: a review. Paper presented at the Prevention and Management of Invasive Alien Species: Proceedings of a Workshop on Forging Cooperation throughout South and Southeast Asia., Cape Town, South Africa.",
"{Tayleur, 2010 #822}",822,"Tayleur, J. (2010). Potential impacts of parakeets in Great Britain. Paper presented at the The impacts of non-native species.",
"{Temme, 1985 #638}",638,"Temme, M. (1985). First records of Wood Sandpiper, Ruff, and Eurasian Tree Sparrow from the Marshall Islands. Atoll Research Bulletin, 292, 23-29. ",
"{Temple, 1992 #196}",196,"Temple, S. A. (1992). Exotic birds: A growing problem with no easy solution. The Auk, 109(2), 395-397. ",
"{Theuerkauf, 2010 #81}",81,"Theuerkauf, J., Jourdan, H., Rouys, S., Gula, R., Gajewska, M., Unrug, K., & Kuehn, R. (2010). Inventory of alien birds and mammals in the Wallis and Futuna Archipelago. Biological Invasions, 12(9), 2975-2978. ",
"{Thibault, 2002 #639}",639,"Thibault, J.-C., Martin, J.-L., Penloup, A., & Meyer, J.-Y. (2002). Understanding the decline and extinction of monarchs (Aves) in Polynesian Islands. Biological Conservation, 108, 161-174. ",
"{Thiel, 2005 #829}",829,"Thiel, T., Whiteman, N. K., Tirapé, A., Baquero, M. I., Cedeño, V., Walsh, T., . . . Parker, P. G. (2005). Characterization of Canarypox-like viruses infecting endemic birds in the Galápagos Islands. Journal of Wildlife Diseases, 41(2), 342-353. ",
"{Thomas, 1979 #740}",740,"Thomas, D. (1979). Tasmanian Bird Atlas. Hobart: Fauna of Tasmania Committee, University of Tasmania.",
